Id,CAS,SMILES,Status,Experimental value,Predicted value,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,MolWt,MolLogP
173,104485-01-0,O=C(OC2CCCCC2(N1CCCC1))Nc3cccc(OCCCCC)c3,Training,0,0,150,0.634611837,50.8,108.4167,1.501396102,586.6755514,374.525,5.2111
174,104-49-4,O=C=Nc1ccc(N=C=O)cc1,Training,0,1,58,0.487130419,58.86,42.005,2.992229627,320.1491797,160.132,1.6212
175,104499-47-0,n1ccccc1N(Cc2ccc(OC)cc2)CCNC,Training,0,0,106,0.838343974,37.39,82.2077,2.100164991,498.8902513,271.364,2.3162
176,104527-49-3,O=[N+]([O-])c1ccc(cc1)C2OCC3(N2C(OC3)c4ccc(cc4)[N+](=O)[O-])(CO),Training,1,1,146,0.611196218,128.21,95.2346,1.674131304,830.9001752,387.348,2.2939
177,104535-30-0,O=[N+]([O-])c1cc(N)cc(c1(N))CCO,Training,1,0,76,0.365713186,115.41,52.711,3.244482908,365.0942913,197.194,0.294
178,104535-31-1,O=[N+]([O-])c1cc(N)cc(c1(N))CC(O)C,Training,0,1,82,0.386026564,115.41,57.306,3.217546662,390.4341136,211.221,0.6825
179,10453-89-1,O=C(O)C1C(C=C(C)C)C1(C)(C),Training,0,0,68,0.642278216,37.3,47.8278,2.734057611,234.2231344,168.236,2.3094
180,104-54-1,OCC=Cc1ccccc1,Training,0,0,52,0.652210052,20.23,42.5618,2.670645481,201.228068,134.178,1.6921
181,104671-59-2,O=C(ONC(=O)C)NC,Training,1,1,52,0.43203692,67.43,29.3574,3.276211538,122.9811554,132.119,-0.6065
182,104-67-6,O=C1OC(CC1)CCCCCCC,Training,0,0,76,0.468200976,26.3,52.49,1.909500479,154.1692686,184.279,3.0525
183,10474-14-3,CC(CCl)(CBr)Br,Training,0,0,44,0.661125343,0,41.846,3.360435143,47.65148445,250.361,2.7737
184,104775-36-2,O=C(NC)c1cccc(c1)NCC(=O)NCCc2ccc(OC)c(OC)c2,Training,0,0,144,0.625897835,88.69,104.5816,1.790590203,792.5463333,371.437,1.8342
185,104-78-9,NCCCN(CC)CC,Training,0,0,56,0.592630754,29.26,41.4594,3.092246195,50.87784056,130.235,0.677
186,104789-46-0,O=C(NCCCl)SC=2NC=NC1=NC=NC1=2,Training,1,1,84,0.492580484,83.56,60.7754,2.096622403,461.7222482,257.706,1.345
187,104-82-5,c1cc(ccc1C)CCl,Training,0,1,48,0.52657785,0,40.736,2.881555878,176.264053,140.613,2.73382
188,104-83-6,c1cc(ccc1CCl)Cl,Training,0,0,48,0.554848154,0,41.009,2.881555878,178.6125685,161.031,3.0788
189,104-85-8,N#Cc1ccc(cc1)C,Training,0,0,44,0.508502267,23.79,35.894,3.056038396,227.7397024,117.151,1.8667
190,104-87-0,O=Cc1ccc(cc1)C,Training,0,0,46,0.516363515,17.07,36.5665,3.009781948,198.3125496,120.151,1.80752
191,104-88-1,O=Cc1ccc(cc1)Cl,Training,0,0,46,0.546649589,17.07,36.8395,3.009781948,202.6610651,140.569,2.1525
192,104-90-5,n1cc(ccc1C)CC,Training,0,0,48,0.553066186,12.89,38.352,2.881555878,176.264053,121.183,1.95242
193,104-91-6,O=Nc1ccc(O)cc1,Training,1,1,46,0.578463653,49.66,33.5618,3.009781948,204.8027746,123.111,1.7901
194,104-94-9,O(c1ccc(N)cc1)C,Training,1,1,48,0.570691385,35.25,37.4064,2.881555878,180.6125685,123.155,1.2774
195,104953-00-6,N#Cc1ccc(cc1)C2(OC2)(C),Training,1,1,60,0.585654958,36.32,44.461,2.323236389,329.8513665,159.188,1.80368
196,104-98-3,O=C(O)C=Cc1nc[nH]c1,Training,0,0,52,0.584838721,65.98,35.2575,2.637337779,238.2603118,138.126,0.5075
197,105052-38-8,O=[N+]([O-])C=1Oc2cccc3cccc(C=1)c23,Training,1,1,78,0.540231183,52.37,59.5474,2.357057321,625.9465196,213.192,2.8073
198,105052-39-9,O=[N+]([O-])C=1Oc2cccc3c(OC)ccc(C=1)c23,Training,1,1,90,0.600646223,61.6,66.0994,2.348343318,690.6958769,243.218,2.8159
199,10510-77-7,n2c1ccccc1[n+](c3ccccc23)CC,Training,1,1,78,0.444537337,16.77,65.118,2.562614288,605.0043948,209.272,2.6954
200,105-13-5,OCc1ccc(OC)cc1,Training,0,0,54,0.664708696,29.46,38.9168,2.797251263,167.9174942,138.166,1.1875
201,105149-00-6,O=C1OCC4(C(=C1)C(=CC3C4(CCC2(C)(C3(CCC2(OC(=O)C)(C(=O)C)))))Cl)(C),Training,0,0,152,0.649284041,69.67,103.308,1.79003153,828.7837481,406.906,3.9456
202,10517-47-2,O=C(c1ccc(cc1)NO)C,Training,1,1,58,0.499160413,49.33,41.8557,2.913801563,253.2994976,151.165,1.6903
203,105361-85-1,ONc1cccc(c1)c2ccccc2,Training,0,1,70,0.704215672,32.26,57.2872,2.420313249,411.6767229,185.226,3.1547
204,105361-86-2,O=Nc1cccc(c1)c2ccccc2,Training,1,1,68,0.651693803,29.43,57.333,2.468613616,437.0845342,183.21,3.7515
205,105-36-2,O=C(OCC)CBr,Training,1,1,42,0.451530363,26.3,30.427,3.002590529,62.71013448,167.002,0.9444
206,105-39-5,O=C(OCC)CCl,Training,0,0,42,0.399927146,26.3,27.353,3.002590529,62.71013448,122.551,0.7883
207,10540-29-1,O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C,Training,0,0,144,0.450572679,12.47,119.582,1.995947377,880.7355335,371.524,5.9961
208,105427-00-7,O=C(NCc1ccccc1)C2(OC2)(C),Training,1,0,74,0.726560106,41.63,52.6457,1.859390652,330.400585,191.23,1.0917
209,105427-01-8,O=C(Nc1ccccc1)C2(OC2)(C),Training,1,0,68,0.693851932,41.63,49.4287,2.027999373,316.9564475,177.203,1.414
210,105427-02-9,O=C(NCc1ccccc1)C2OC2,Training,1,1,68,0.690430137,41.63,48.0287,1.818292796,293.0528723,177.203,0.7016
211,105427-03-0,O=C(Nc1ccccc1)C2OC2,Training,1,0,62,0.661258145,41.63,44.8117,1.983205337,279.8398264,163.176,1.0239
212,105427-04-1,O=C(OCC)CNC(=O)C(C)(C)Br,Training,0,1,76,0.595452149,55.4,52.6487,3.774360954,198.056045,252.108,0.8392
213,105-45-3,O=C(OC)CC(=O)C,Training,0,0,46,0.380402084,43.37,27.314,3.395499612,106.2414098,116.116,0.1385
214,105453-63-2,OC5C=Cc4ccc3cc2c(ccc1ccccc12)cc3c4C5(O),Training,1,1,116,0.368787611,40.46,98.9606,1.917328582,1140.907607,312.368,4.5673
215,105453-64-3,OC3C=Cc2c4cc5ccc1ccccc1c5(cc4(ccc2C3(O))),Training,1,1,116,0.368787611,40.46,98.9606,1.893746667,1140.907607,312.368,4.5673
216,105453-67-6,OC3c5ccccc5(c2cc4ccc1ccccc1c4(cc2C3(O))),Training,1,0,116,0.460397244,40.46,96.8096,1.904957746,1097.521616,312.368,4.7404
217,105467-67-2,Oc5cccc3c5(ccc2nc4ccc1ccccc1c4(cc23)),Training,0,1,108,0.306330012,33.12,95.9258,2.041042667,1224.329151,295.341,5.4
218,105467-73-0,OC4c3ccc2nc6ccc1ccccc1c6(cc2c3C5OC5(C4(O))),Training,1,1,122,0.294779624,65.88,95.3356,1.746984145,1186.029382,329.355,3.389
219,105467-77-4,n2c5ccc1ccccc1c5(cc3c2ccc4c3CCCC4),Training,1,1,106,0.310003786,12.89,93.397,1.95059186,1030.020444,283.374,5.42
220,105-48-6,O=C(OC(C)C)CCl,Training,0,0,48,0.421014041,26.3,31.948,3.245579443,80.49785514,136.578,1.1768
221,10549-22-1,O=[N+]([O-])c2cc4c3c1c(cccc1CCc3(c2))CC4,Training,1,1,94,0.575098895,43.14,73.3484,2.051922189,671.4291395,251.285,3.459
222,105-54-4,O=C(OCC)CCC,Training,0,0,48,0.520098668,26.3,31.541,3.055172204,60.92878689,116.16,1.3496
223,105553-32-0,O=NN(N(C(=O)C(=NO)C(=O)C)c1ccccc1)C,Training,1,0,100,0.28041927,102.64,67.3885,3.228830702,514.6862874,264.241,0.967
224,105-55-5,N(C(NCC)=S)CC,Training,0,0,48,0.534690751,24.06,39.9514,3.055172204,64.82892142,132.232,0.4903
225,105579-74-6,O=C6c1c(O)ccc3c1C(c4ccc(O)c5C(=O)C2OC2C3c45)C7OC67,Training,1,1,128,0.701775939,99.66,85.8826,1.633490573,1014.465634,348.31,1.6024
226,105-58-8,O=C(OCC)OCC,Training,0,0,48,0.51053611,35.53,28.648,3.055172204,62.07403392,118.132,1.1794
227,105-59-9,OCCN(C)CCO,Training,0,0,50,0.493604783,43.7,31.6686,2.919612641,43.69332843,119.164,-1.0972
228,105-60-2,O=C1NCCCCC1,Training,0,0,46,0.491364976,29.1,31.4777,2.266696515,80.52932501,113.16,0.6766
229,105650-23-5,n1cc(cc2c1nc(N)n2C)c3ccccc3,Training,1,1,84,0.689122646,56.73,68.3574,2.229744641,670.4522523,224.267,2.2175
230,10567-95-0,n2c1ccccc1c(c3cc(c4ccccc4(c23))C)C,Training,1,1,96,0.313092943,12.89,86.229,2.340399397,961.2867569,257.336,5.15804
231,105708-67-6,O=C(OC5c4ccc1ccc2cccc3cc(c4(c1c23))C5)C,Training,1,1,106,0.372843096,26.3,88.357,1.959777132,1061.579863,286.33,4.7443
232,105708-68-7,O=C(OC5c4cc3cccc2ccc1ccc(c4(c1c23))C5)C,Training,1,1,106,0.372843096,26.3,88.357,1.980457664,1061.579863,286.33,4.7443
233,105708-73-4,O=C(OCc6c5cccc4ccc3cc2cccc1ccc6(c(c12)c3c45))C,Training,1,1,128,0.205774439,26.3,111.814,1.946840554,1493.127847,348.401,6.3913
234,105708-74-5,c2cc1ccc6c5c1c(c2)cc4ccc3cccc(c3c45)c6CBr,Training,1,1,112,0.162999153,0,108.975,2.135753716,1377.319516,369.261,7.2231
235,105708-79-0,O=C(OCc4ccc1ccc2cccc3ccc4(c1c23))C,Training,1,1,102,0.392739693,26.3,85.616,2.077001085,953.4016376,274.319,4.6471
236,105708-80-3,OCc2c4ccccc4(cc1c3ccccc3(ccc12)),Training,1,1,96,0.389363177,20.23,84.8828,2.300527217,937.9563134,258.32,4.6385
237,105735-71-5,O=[N+]([O-])c4ccc2c1cccc(c1c3cccc4(c23))[N+](=O)[O-],Training,1,1,106,0.406761705,86.28,81.6868,2.199240507,994.8475197,292.25,4.3036
238,105-74-8,O=C(OOC(=O)CCCCCCCCCCC)CCCCCCCCCCC,Training,0,0,166,0.119044546,52.6,115.872,3.317102084,320.514311,398.628,7.8296
239,105752-67-8,O=[N+]([O-])c2ccc1c(cccc1C)c2,Training,1,1,70,0.50827498,43.14,55.3394,2.732492784,505.6137328,187.198,3.05642
240,105-76-0,O=C(OCCCC)C=CC(=O)OCCCC,Training,0,0,92,0.362967884,52.6,60.874,3.62821593,209.1732595,228.288,2.2292
241,105777-13-7,OC4C=CC=3c2cccc1cccc(c12)C=3C4(O),Training,1,1,88,0.736817559,40.46,71.9156,2.126319656,719.7044221,236.27,2.3556
242,105801-28-3,O=CN(O)c2ccc(Oc1ccc(cc1)Cl)cc2,Training,1,1,92,0.521864628,49.77,68.2975,2.103421707,524.9375496,263.68,3.4843
243,105802-11-7,O=[N+]([O-])c3c4ccccc4(c2ccc1ccccc1c2c3C),Training,1,1,106,0.268426806,43.14,90.3514,2.388218925,1067.049306,287.318,5.36282
244,105836-99-5,O=[N+]([O-])c1ccc2nc3c(nc2(c1))cccc3[N+](=O)[O-],Training,1,1,98,0.401530556,112.06,70.3528,2.363729392,877.090009,270.204,2.5994
245,105837-00-1,O=[N+]([O-])c1ccc2nc3ccc(cc3(nc2(c1)))[N+](=O)[O-],Training,1,1,98,0.401530556,112.06,70.3528,2.291313707,808.840009,270.204,2.5994
246,105-87-3,O=C(OCC=C(C)CCC=C(C)C)C,Training,0,0,80,0.498144022,26.3,59.055,3.670448527,232.7062842,196.29,3.2422
247,105928-88-9,[N-]=[N+]=NCC(N)C(=O)O,Training,1,1,50,0.310547124,112.08,29.6242,3.6257769,149.8917376,130.107,-0.2914
248,105-95-3,O=C1OCCOC(=O)CCCCCCCCCCC1,Training,0,0,110,0.633161037,52.6,72.705,2.216244892,236.8711889,270.369,3.3775
249,10595-95-6,O=NN(C)CC,Training,1,1,36,0.365870935,32.67,24.099,2.964900495,46.05785641,88.11,0.6195
250,106-02-5,O=C1OCCCCCCCCCCCCCC1,Training,0,0,100,0.577687149,26.3,70.98,2.112411042,171.3608411,240.387,4.6145
251,10605-21-7,O=C(OC)Nc1nc2ccccc2([nH]1),Training,1,1,72,0.720984649,67.01,52.1214,2.310490604,430.7799357,191.19,1.7412
252,106063-42-7,Oc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4,Training,1,1,118,0.419070064,54.38,97.1905,1.972822931,990.0733343,316.36,4.8458
253,106-22-9,OCCC(C)CCC=C(C)C,Training,0,0,66,0.606746373,20.23,49.5318,3.306381749,112.0411847,156.269,2.7513
254,106-23-0,O=CCC(C)CCC=C(C)C,Training,0,0,64,0.439268734,17.07,48.51,3.376357363,131.8082035,154.253,2.9579
255,106-24-1,OCC=C(C)CCC=C(C)C,Training,0,0,64,0.617131293,20.23,49.5078,3.544387431,150.2557124,154.253,2.6714
256,106264-79-3,Nc1c(cc(c(N)c1C)SC)SC,Training,1,1,72,0.586719728,52.04,63.5658,3.361720888,295.6310073,214.359,2.60322
257,106-27-4,O=C(OCCC(C)C)CCC,Training,0,0,66,0.574077389,26.3,45.322,3.172764383,108.1303606,158.241,2.3758
258,106-30-9,O=C(OCC)CCCCCC,Training,0,0,66,0.43831507,26.3,45.392,3.040425666,99.73585546,158.241,2.5199
259,106323-85-7,O=[N+]([O-])c2ccc(c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-],Training,1,1,122,0.591983515,172.56,78.4956,2.699365176,894.6217534,334.2,2.9864
260,106-38-7,c1cc(ccc1C)Br,Training,0,0,42,0.562463558,0,38.879,3.032455532,143.2466295,171.037,2.75752
261,106-39-8,c1cc(ccc1Cl)Br,Training,0,0,42,0.591074528,0,39.152,3.032455532,147.3883389,191.455,3.1025
262,106400-44-6,O=C(O)C(N)CCSC(=CCl)Cl,Training,1,1,70,0.755334168,63.32,52.4752,3.500683694,186.3868988,230.116,1.7981
263,106-40-1,Nc1ccc(cc1)Br,Training,0,1,42,0.594945362,26.02,38.5544,3.032455532,147.3883389,172.025,2.0313
264,106-42-3,c1cc(ccc1C)C,Training,0,0,42,0.475757685,0,35.916,3.032455532,138.8981139,106.168,2.30344
265,106428-28-8,O=C(O)C4(C)(CCCC2(C)(C4(CCC13(C(=O)C(=C)C(O)(CCC12)C3)))),Training,1,0,132,0.722327746,74.6,89.2956,1.804376997,654.0242894,332.44,3.334
266,106-43-4,c1cc(ccc1C)Cl,Training,0,0,42,0.501501666,0,36.189,3.032455532,143.2466295,126.586,2.64842
267,106-44-5,Oc1ccc(cc1)C,Training,0,0,42,0.535935436,20.23,32.8438,3.032455532,143.2466295,108.14,1.70062
268,106-46-7,c1cc(ccc1Cl)Cl,Training,0,0,42,0.528586339,0,36.462,3.032455532,145.3883389,147.004,2.9934
269,106-47-8,Nc1ccc(cc1)Cl,Training,1,0,42,0.529786082,26.02,35.8644,3.032455532,147.3883389,127.574,1.9222
270,106532-60-9,O=C(N=C2c1cc(ccc1N(C(=O)C)S2)[N+](=O)[O-])C,Training,1,1,98,0.586239132,94.57,69.0139,2.876645566,771.8285455,279.277,1.7183
271,106532-61-0,O=C(N=C2c1cc(ccc1N(C(=O)CC)S2)[N+](=O)[O-])CC,Training,1,1,110,0.642686476,94.57,78.2479,2.7983256,803.3395428,307.331,2.4985
272,106532-62-1,O=C(N=C2c1cc(ccc1N(C(=O)CCCl)S2)[N+](=O)[O-])CCCl,Training,1,1,122,0.455487316,94.57,88.3399,2.68434236,843.3474778,376.221,2.9363
273,106532-63-2,O=C(N=C2c1cc(ccc1N(C(=O)CCC)S2)[N+](=O)[O-])CCC,Training,1,1,122,0.618640271,94.57,87.4819,2.68434236,834.8498352,335.385,3.2787
274,106532-64-3,O=C(N=C2c1cc(ccc1N(C(=O)C(C)C)S2)[N+](=O)[O-])C(C)C,Training,1,1,122,0.636179034,94.57,87.3419,2.790920486,861.2194131,335.385,2.9905
275,106532-65-4,O=C(N=C2c1cc(ccc1N(C(=O)CCCCl)S2)[N+](=O)[O-])CCCCl,Training,1,1,134,0.39934838,94.57,97.5739,2.561292369,875.2738928,404.275,3.7165
276,106532-66-5,O=C(N=C2c1cc(ccc1N(C(=O)CCCC)S2)[N+](=O)[O-])CCCC,Training,1,1,134,0.547345941,94.57,96.7159,2.561292369,866.3903835,363.439,4.0589
277,106532-67-6,O=C(N=C2c1cc(ccc1N(C(=O)CC(C)C)S2)[N+](=O)[O-])CC(C)C,Training,1,1,134,0.596623249,94.57,96.5759,2.642022578,892.9202814,363.439,3.7707
278,106532-68-7,O=C(N=C2c1cc(ccc1N(C(=O)CCCCC)S2)[N+](=O)[O-])CCCCC,Training,1,1,146,0.347091828,94.57,105.9499,2.442023394,897.9820847,391.493,4.8391
279,106532-69-8,O=C(N=C2c1cc(ccc1N(C(=O)CCCCCCC)S2)[N+](=O)[O-])CCCCCCC,Training,1,1,170,0.20158715,94.57,124.4179,2.232723753,961.3725536,447.601,6.3995
280,106532-70-1,O=C(N=C2c1cc(ccc1N(C(=O)CCCCCCCCC)S2)[N+](=O)[O-])CCCCCCCCC,Training,1,1,194,0.124224205,94.57,142.8859,2.065762836,1025.093119,503.709,7.9599
281,106532-71-2,O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2)S3)[N+](=O)[O-])c4ccccc4,Training,1,1,142,0.380991458,94.57,108.9754,1.924261875,1308.276149,403.419,4.0406
282,106532-72-3,O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2Cl)S3)[N+](=O)[O-])c4ccccc4Cl,Training,1,1,154,0.296889001,94.57,118.9954,1.947269378,1442.091576,472.309,5.3474
283,106532-73-4,O=C(N=C3c1cc(ccc1N(C(=O)c2cccc(c2)Cl)S3)[N+](=O)[O-])c4cccc(c4)Cl,Training,1,1,154,0.296889001,94.57,118.9954,1.918711242,1442.091576,472.309,5.3474
284,106532-74-5,O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(cc2)Cl)S3)[N+](=O)[O-])c4ccc(cc4)Cl,Training,1,1,154,0.296889001,94.57,118.9954,1.892423555,1407.591576,472.309,5.3474
285,106532-75-6,O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(c(c2)Cl)Cl)S3)[N+](=O)[O-])c4ccc(c(c4)Cl)Cl,Training,1,1,166,0.214393064,94.57,129.0154,1.904335493,1544.542384,541.199,6.6542
286,106532-76-7,O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2[N+](=O)[O-])S3)[N+](=O)[O-])c4ccccc4[N+](=O)[O-],Training,1,1,174,0.296548338,180.85,122.2842,1.958276902,1638.232716,493.413,3.857
287,106532-77-8,O=C(N=C3c1cc(ccc1N(C(=O)c2cccc(c2)[N+](=O)[O-])S3)[N+](=O)[O-])c4cccc(c4)[N+](=O)[O-],Training,1,1,174,0.296548338,180.85,122.2842,1.892491385,1638.232716,493.413,3.857
288,106532-78-9,O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(cc2)[N+](=O)[O-])S3)[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-],Training,1,1,174,0.296548338,180.85,122.2842,1.833330122,1603.732716,493.413,3.857
289,106-58-1,N1(C)CCN(C)CC1,Training,0,0,48,0.432415829,6.48,34.994,2.192377158,54.92878689,114.192,-0.1364
290,106589-49-5,n2c5ccc1ccccc1c5(cc4c2ccc3c4(C=CCC3)),Training,1,1,104,0.306149485,12.89,94.11,1.981233745,1073.321399,281.358,5.5006
291,106589-50-8,n2c5ccc1ccccc1c5(cc4c2ccc3C=CCCc34),Training,1,1,104,0.306149485,12.89,94.11,1.974956616,1073.321399,281.358,5.5006
292,106626-55-5,O=C(NCCN(C)C)c2cccc1nc3ccccc3(cc12),Training,1,1,112,0.752260926,45.23,90.1362,1.983065632,826.7947487,293.37,2.6794
293,106636-46-8,O=Nc2c(nc1n2(cc(C)s1))c3ccc(cc3)[N+](=O)[O-],Training,1,1,100,0.417400386,89.87,75.3514,2.153184726,819.210249,288.288,3.67732
294,106636-48-0,O=[N+]([O-])c1ccc(cc1)c2nc3n(c2[N+](=O)[O-])CCS3,Training,1,1,102,0.635374449,104.1,71.6958,2.101647214,709.9583585,292.276,2.4722
295,106636-49-1,O=[N+]([O-])c1c(nc2n1CCS2)c3ccc(cc3)Cl,Training,1,1,92,0.626256799,60.96,70.0514,2.174738265,623.9637172,281.724,3.2174
296,106636-50-4,O=[N+]([O-])c1c(nc2n1CCS2)c3ccc(cc3)C,Training,1,1,92,0.615721692,60.96,69.7784,2.174738265,618.997915,261.306,2.87242
297,106-63-8,O=C(OCC(C)C)C=C,Training,0,0,52,0.423598256,26.3,35.994,3.272501472,105.4837784,128.171,1.3716
298,1066-40-6,O[Si](C)(C)C,Training,0,0,32,0.436413278,20.23,25.5648,3.023715784,22.36452798,90.198,0.8136
299,106-65-0,O=C(OC)CCC(=O)OC,Training,0,0,58,0.530197419,52.6,33.266,3.352921516,113.7095059,146.142,0.1126
300,106671-89-0,O=[N+]([O-])c2c(nc1n2(ccs1))c3ccc(cc3)Cl,Training,1,1,90,0.531517704,60.44,70.1694,2.274359797,732.4191138,279.708,3.6244
301,106671-90-3,O=Nc2c(nc1n2(ccs1))c3ccc(cc3)[N+](=O)[O-],Training,1,1,94,0.41569638,89.87,70.6144,2.148889274,774.9435446,274.261,3.3689
302,106671-91-4,O=Nc2c(nc1n2(ccs1))c3ccc(cc3)Cl,Training,1,1,84,0.653221508,46.73,68.97,2.251667872,686.3799889,263.709,4.1141
303,106686-63-9,O(c1cccc(C=CC)c1(OC))C,Training,1,0,70,0.708131579,18.46,54.254,3.1817125,302.9586305,178.231,2.7369
304,106686-67-3,O=S(=O)(N2C3c4ccccc4(c1ccccc1C23))Cc5ccccc5,Training,1,1,124,0.662718359,37.15,98.2648,1.591527167,1008.518865,347.439,4.295
305,106686-68-4,C=CCN(CC=C)C6c7ccccc7(c1ccccc1C6(N3C4c5ccccc5(c2ccccc2C34))),Training,0,1,176,0.210391859,6.25,148.526,1.451075501,1422.524296,466.628,7.902
306,106807-80-1,O=C(NC)N(O)C(=O)C,Training,1,0,52,0.346607336,69.64,28.7622,3.87532797,133.7744375,132.119,-0.4365
307,1068-57-1,O=C(NN)C,Training,1,0,30,0.219734882,55.12,18.0041,2.847378923,42.91260938,74.083,-1.0038
308,106871-13-0,O=P(O)(O)C(O)(c1ccc(c(c1)N(CCCl)CCCl)C)P(=O)(O)O,Training,1,1,138,0.31559446,138.53,92.817,3.581558832,647.3702642,422.138,1.73702
309,106-93-4,C(CBr)Br,Training,1,1,26,0.549640042,0,27.588,1.974744871,6,187.862,1.7762
310,106-94-5,CCCBr,Training,0,1,26,0.465988151,0,24.085,1.974744871,5.245112498,122.993,1.7913
311,1069-55-2,N#CC(=C)C(=O)OCC(C)C,Training,0,0,60,0.348226329,50.09,40.55,3.727752492,200.6278228,153.181,1.26538
312,106-95-6,C=CCBr,Training,1,1,24,0.364463143,0,23.991,2.296835262,17.2451125,120.977,1.5673
313,106-96-7,C#CCBr,Training,1,1,22,0.329459598,0,22.627,2.43309631,33.0383064,118.961,1.0145
314,106-97-8,CCCC,Training,0,0,26,0.431024358,0,20.582,1.974744871,2,58.124,1.8064
315,106-99-0,C=CC=C,Training,1,0,22,0.396333969,0,20.394,2.732050808,21.01955001,54.092,1.3584
316,1070-11-7,OCC(NCCNC(CO)CC)CC,Training,0,0,86,0.389670876,64.52,58.335,3.348466466,100.6896258,204.314,-0.2926
317,1070-13-9,O=CC(=C)CCC,Training,1,1,40,0.386287799,17.07,30.112,3.172899534,74.24920506,98.145,1.5416
318,107-01-7,C(=CC)C,Training,0,0,24,0.369511069,0,20.488,2.549193338,15.21928095,56.108,1.5824
319,107027-12-3,O=C(NCCN(C)C)c2cccc1ccc(nc12)c3ccccc3,Training,1,1,122,0.78535643,45.23,98.0662,1.944010517,843.8867052,319.408,3.1932
320,107027-31-6,O=C(NCCN(C)C)c2cccc1ncc(nc12)c3ccccc3,Training,1,1,122,0.784876886,58.12,95.8612,1.944010517,846.3695319,320.396,2.5882
321,107-02-8,O=CC=C,Training,1,1,22,0.313131264,17.07,16.261,2.732050808,24.26466251,56.064,0.3713
322,107-04-0,C(CBr)Cl,Training,1,1,26,0.489475371,0,24.514,1.974744871,8,143.411,1.6201
323,107-05-1,C=CCCl,Training,1,1,24,0.327275949,0,20.917,2.296835262,17.2451125,76.526,1.4112
324,107-06-2,C(CCl)Cl,Training,1,1,26,0.436304237,0,21.44,1.974744871,6,98.96,1.464
325,1070-66-2,O=CC(=C)CCCC,Training,1,1,46,0.400910788,17.07,34.729,3.111430121,84.38761556,112.172,1.9317
326,1070-70-8,O=C(OCCCCOC(=O)C=C)C=C,Training,0,0,78,0.350466255,52.6,51.546,3.214362702,196.161888,198.218,1.225
327,107-07-3,OCCCl,Training,1,1,26,0.44689761,20.23,17.8058,1.974744871,8,80.514,0.2175
328,107097-80-3,O=C(O)CCC(NC(=O)c1ccc(c(c1)Cl)Cl)C(=O)N(CCCOC)CCCCC,Training,0,0,168,0.408405415,95.94,117.184,2.961847519,704.6371794,461.386,4.0119
329,107-11-9,C=CCN,Training,0,0,24,0.425240303,26.02,19.2514,2.296835262,17.2451125,57.096,0.1311
330,107-12-0,N#CCC,Training,0,0,22,0.40381422,23.79,15.904,2.43309631,33.0383064,55.08,0.91998
331,107-13-1,N#CC=C,Training,1,0,20,0.372551159,23.79,15.81,2.92178368,48.79398752,53.064,0.69598
332,107-14-2,N#CCCl,Training,0,0,22,0.389918834,23.79,16.333,2.43309631,35.7931939,75.498,0.74878
333,107-15-3,NCCN,Training,1,0,26,0.403495521,52.04,18.1088,1.974744871,6,60.1,-1.0962
334,107-16-4,N#CCO,Training,0,0,22,0.380841231,44.02,12.6988,2.43309631,35.7931939,57.052,-0.49772
335,1071-83-6,O=C(O)CNCP(=O)(O)O,Training,0,0,60,0.393419205,106.86,32.5496,3.38633764,162.2759985,169.073,-1.2042
336,107-18-6,OCC=C,Training,0,0,24,0.425825651,20.23,17.2828,2.296835262,17.2451125,58.08,0.1647
337,107-19-7,C#CCO,Training,1,0,22,0.374689647,20.23,15.9188,2.43309631,33.0383064,56.064,-0.3881
338,107-20-0,O=CCCl,Training,1,0,24,0.328271239,17.07,16.784,2.296835262,20,78.498,0.4241
339,107210-39-9,O=C(OCCN(c3ccc(c2c3(nc1ccccc1c2(NCCCN(C)C)))[N+](=O)[O-])CCOC(=O)C)C,Training,1,1,198,0.119528132,127.14,143.0431,2.166228748,1259.27741,511.579,3.5924
340,107210-40-2,O=[N+]([O-])c3ccc(c2nc1ccccc1c(NCCCN(C)C)c23)N(CCO)CCO,Training,1,1,166,0.185004804,115,123.9487,2.255841549,1050.925849,427.505,2.4508
341,107-21-1,OCCO,Training,0,0,26,0.407527891,40.46,14.1716,1.974744871,6,62.068,-1.029
342,107-22-2,O=CC=O,Training,1,1,22,0.297340078,34.14,12.128,2.732050808,25.01955001,58.036,-0.6158
343,1072-43-1,CC1CS1,Training,0,1,24,0.387920037,0,21.92,2.171098318,22.46439345,74.148,1.1217
344,1072-52-2,OCCN1CC1,Training,1,0,36,0.44978437,23.24,23.5258,1.876285895,42.81274391,87.122,-0.7057
345,107-25-5,O(C=C)C,Training,0,1,24,0.404627657,9.23,17.206,2.296835262,17.2451125,58.08,0.7763
